,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,County,Locality,Sex,,,Latitude,Longitude,,,Date,Year,,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
360001,1634819,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,A. T. Peterson,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634819,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-03-19,,"| 82.9 | low ||| 10x5mm, granular","cabinet 478, shelf 12th from top",25.05,8.03,18.47,8.25,28.74,123,
360002,1634820,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634820,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"| 82.9 | moderate ||| 6x2mm, granular","cabinet 478, shelf 12th from top",25.32,7.6,16.95,7.72,28.24,125,21-Mar-92
360003,1634821,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,A. T. Peterson,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1634821,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-03-27,,,"cabinet 478, shelf 12th from top",26.23,7.65,19.35,8.08,28.96,123,
360004,1634822,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634822,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-04-13,,"100% || low ||| 11x6mm, largest ovum 1.5x1.5mm","cabinet 478, shelf 12th from top",24.66,7.61,16.52,7.8,26.09,116,
360005,1634823,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634823,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-04-24,,"100% | 77.0 | low ||| 16x10mm, yolking 3x3mm ovum","cabinet 478, shelf 12th from top",26.32,7.17,17.44,7.77,26.83,118,
360006,1634824,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1634824,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-04-29,,|| moderate ||| 12x6mm,"cabinet 478, shelf 12th from top",25.42,8.47,18,7.88,29.39,119,
360007,1634825,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634825,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-05-07,,100% | 93.9 | moderate ||| 8x8mm egg,"cabinet 478, shelf 12th from top",24.22,7.98,17.99,7.74,28.37,120,
360008,1634826,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1634826,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-06-02,,| 69.8,,,,,,,,
360009,1634827,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1634827,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-08-23,,|| trace ||| 2x1mm,,,,,,,,
360010,1634828,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1634828,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-11-13,,"| 80.0 | low ||| 4x3mm, smooth","cabinet 478, shelf 12th from top",24.61,7.53,18.57,7.14,28.01,121,
360011,1634829,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1634829,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-11-15,,|| moderate ||| 1x1mm,"cabinet 478, shelf 12th from top",23.52,7.43,16.41,6.99,26.57,124,
360012,1634830,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1634830,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1991-11-17,,| 88.0 |||| 2x1mm,"cabinet 478, shelf 12th from top",26.65,8,19.13,7.81,28.13,130,
360013,1634831,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1634831,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1991-11-17,,| 80.7 |||| 2x1mm,"cabinet 478, shelf 10th from top",25.63,7.2,18.78,7.99,26.63,124,
362977,1637795,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637795,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-07,,100% | 78.2 | light ||| 8x4mm,"cabinet 478, shelf 13th from top",26.68,6.54,17.54,8.03,29.57,120,
362978,1637796,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637796,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-16,,90% | 89.9 | low ||| 8x5mm,"cabinet 478, shelf 13th from top",27.17,7.26,17.88,7.79,27.83,122,
362979,1637797,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637797,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-21,,100% | 81.8 | moderate ||| 6x3mm,"cabinet 478, shelf 13th from top",26.33,7.7,17.51,6.87,28.57,122,
362980,1637798,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637798,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-24,,oss | 99.9 | moderate ||| 3x2mm,"cabinet 478, shelf 13th from top",28.71,8.37,18.14,7.46,30.33,129,
362981,1637799,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637799,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-24,,"100% | 91.4 | moderate || no | 10x8mm ||| yellow, pink-blue base,brn tip | yellow, pink-blue base,brn tip",,,,,,,,
362982,1637800,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637800,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% | 95.3 | moderate ||| 15x10mm,"cabinet 478, shelf 13th from top",27.72,7.87,18.27,8.56,29.44,130,15-Apr-93
362983,1637801,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637801,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-04-01,,| 80.0 | none ||| 13x6mm,"cabinet 478, shelf 13th from top",25.87,7.37,17.94,7.31,29.33,128,
362984,1637802,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637802,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-04-20,,| 85.9 | moderate ||| 8x8mm yolking ovum,"cabinet 478, shelf 13th from top",23.71,8.59,17.08,6.84,28.4,126,
362985,1637803,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637803,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-04-23,,100% | 81.8 | moderate ||| 14x11mm,"cabinet 478, shelf 13th from top",25.52,7.33,18.48,7.83,29.97,123,
362986,1637804,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637804,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-05,,100% | 76.7 | moderate ||| 7x4mm,"cabinet 478, shelf 13th from top",24.51,7.16,17.08,7.56,29.38,124,
362987,1637805,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637805,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-05,,100% | 87.1 |||| 12x8mm,"cabinet 478, shelf 13th from top",24.52,6.68,17.77,8.13,28.84,126,
362988,1637806,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637806,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-10,,"100% | 93.0 | moderate ||| 10x8mm, yolking ovum 3x3mm","cabinet 478, shelf 13th from top",24.22,7.17,17.21,7.56,28.94,124,
362989,1637807,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637807,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-10,,"100% | 94.7 | low ||| 16x15mm, largest ovum 6x6mm","cabinet 478, shelf 13th from top",24.93,7.6,16.86,7.47,30.66,122,
362990,1637808,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637808,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-17,,"100% | 87.7 | low ||| 14x8mm, largest ovum 3x3mm","cabinet 478, shelf 13th from top",25.86,8.18,18.46,7.74,28.42,121,
362991,1637809,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637809,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-26,,"| 100.0 | trace ||| 8x8mm, largest ovum 4x4mm","cabinet 478, shelf 13th from top",25.71,8.14,17.49,7.73,28.09,123,
362992,1637810,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637810,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-28,,| 96.0 | low ||| 20x7mm,"cabinet 478, shelf 13th from top",25.26,7.32,17.68,8.24,30.82,130,
362993,1637811,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1637811,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-06,,|| none,,,,,,,,
362994,1637812,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637812,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-15,,"| 74.0 | trace || yes | 7x3mm, smooth",,,,,,,,
362995,1637813,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637813,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-28,,| 81.7 | trace ||| 1x.5mm,,,,,,,,
362996,1637814,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637814,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-17,,0% | 80.2 | low ||| 3x1mm,,,,,,,,
362997,1637815,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637815,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-18,,oss | 79.8 | trace ||| 4x2mm,"cabinet 478, shelf 12th from top",23.85,7.93,17.08,7.94,29.05,125,
362998,1637816,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637816,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-05-09,,100% || trace ||| 11x7mm,"cabinet 478, shelf 12th from top",25.84,8.7,17.95,8.03,28.51,121,
363054,1637872,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637872,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-09-20,,"|| light ||| 4x3mm, smooth","cabinet 478, shelf 12th from top",25.03,7.52,18.54,7.78,28.64,125,
363055,1637873,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637873,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-10-29,,"80% | 76.2 |||| 4x2mm, smooth",,25.57,6.75,20.66,7.27,29.56,123,
363056,1637874,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637874,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-11-02,,| 79.9 | low ||| 3x2mm,"cabinet 478, shelf 12th from top",24.75,7.62,17.53,7.86,29.39,127,
363057,1637875,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1637875,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-11-03,,"100% | 80.2 | low ||| 5x3mm, granular","cabinet 478, shelf 12th from top",23.68,7.68,17.89,6.34,30.2,123,
363058,1637876,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1637876,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-11-10,,100% | 90.9 | high ||| 2x1.5mm,"cabinet 478, shelf 12th from top",26.1,8.28,18.88,7.5,29.44,131,
364913,1639731,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),North America,USA,Illinois,,,,No,1639731,39.9771,-89.0332,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,,,,,,,,,
364914,1639732,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),North America,USA,Illinois,,,,No,1639732,39.9771,-89.0332,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,,,,,,,,,
365194,1640013,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640013,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-24,,"| 82.9 |||| 7x4mm, largest ovum 1mm","cabinet 478, shelf 12th from top",28.11,8.95,19.7,7.47,27.76,125,
365195,1640014,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640014,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-25,,"100% | 83.9 | low ||| 7x5mm, granular","cabinet 478, shelf 10th from top",25.44,7.85,18.03,7.48,29.38,121,
365196,1640015,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640015,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-23,,"100% | 94.2 | moderate ||| 15x10mm, largest ovum 3x3mm","cabinet 478, shelf 12th from top",24.14,8.59,16.78,7.38,27.4,120,
365197,1640016,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1640016,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-22,,| 83.8 |||| 4x3mm,"cabinet 478, shelf 12th from top",26.15,6.68,16.78,10.33,28.35,125,
365198,1640017,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1640017,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-26,,100% | 89.3 | moderate ||| 6x4mm,"cabinet 478, shelf 10th from top",27.88,7.97,18.07,8.04,29.41,129,
365199,1640018,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1640018,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-26,,100% | 86.0 | moderate ||| 5x4mm,"cabinet 478, shelf 12th from top",25,7.01,16.98,7.96,28.51,120,
365200,1640019,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640019,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-03-31,,"| 73.0 | light ||| 7x6mm, largest ovum 1mm","cabinet 478, shelf 12th from top",22.87,7.42,17.29,7.36,27.03,118,
365201,1640020,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640020,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-04-22,,100% | 91.9 | moderate ||| 14x14mm yolking egg,"cabinet 478, shelf 14th from top",26.36,7.24,16.57,7.88,26.92,123,
365202,1640021,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1640021,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-06-04,,100% | 85.3 | little || no,"cabinet 478, shelf 13th from top",27.36,8.56,18.01,8.75,28.86,126,
365203,1640022,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640022,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-06-04,,"100% | 75.2 | little || no | 9x3mm, granular","cabinet 478, shelf 12th from top",24.02,7.31,16.35,7.18,28.38,123,
365204,1640023,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640023,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-10,,"100% | 85.7 | low ||| 15x7mm, largest ovum 3x3mm","cabinet 478, shelf 12th from top",23.34,8.32,16.68,7,28.42,119,
365205,1640024,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640024,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-14,,"100% | 89.3 | low ||| 10x6mm, largest ovum 2x2mm","cabinet 478, shelf 12th from top",25.41,8.95,17.24,7.98,28.03,117,
365239,1640058,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1640058,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-04-21,,"100% | 91.9 | moderate ||| 7x4mm, largest ovum 2x2mm","cabinet 478, shelf 13th from top",24.74,7.17,17.45,7.15,29.31,123,
